Zip_Code,County,City,Place,Type,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev
94546,Alameda County,Castro Valley,Alameda city,Track,510,1322635,0,37.7060949,-122.0822257,110268,300000,62532
91387,Alameda County,Canyon Country,Alameda city,Track,661,1809186,0,34.4180484,-118.4333787,79203,73376,46596
91355,Alameda County,Valencia,Alameda city,Track,661,1183975,0,34.4524038,-118.5384531,110430,100166,62717
91321,Alameda County,Newhall,Alameda city,Track,661,2924279,0,34.3715616,-118.5513235,120161,300000,65393
93643,Alameda County,North Fork,Alameda city,Track,559,1771079550,20709946,37.3965946,-119.3767852,48669,25394,59364
93644,Alameda County,Oakhurst,Alameda city,Track,559,47859287,0,37.3197594,-119.6159177,80540,300000,46079
93638,Alameda County,Madera,Alameda city,Track,559,108972169,0,36.962996,-119.9602082,78925,69478,55453
94949,Alameda County,Novato,Alameda city,Track,415,5967515,0,38.0792991,-122.5643083,105244,103640,63777
94901,Alameda County,San Rafael,Alameda city,Track,415,2223112,0,37.9815305,-122.5305318,71791,62928,58934
94960,Alameda County,San Anselmo,Alameda city,Track,415,7821698,0,37.9762769,-122.5941051,115908,95545,77809
94939,Alameda County,Larkspur,Alameda city,Track,415,900440,144369,37.9456796,-122.5282641,82393,60197,68850
94925,Alameda County,Corte Madera,Alameda city,Track,415,3625914,53604,37.9240154,-122.5231563,153399,300000,79413
94920,Alameda County,Tiburon,Alameda city,Track,415,1345526,3050064,37.8713791,-122.4672873,158404,300000,88766
94941,Alameda County,Mill Valley,Alameda city,Track,415,3423411,429421,37.899975,-122.5225708,103111,76513,82645
94965,Alameda County,Sausalito,Alameda city,Track,415,2327922,5075825,37.856415,-122.478445,119885,122444,73952
95306,Alameda County,Catheys Valley,Alameda city,Track,209,803800964,4213044,37.3724477,-120.0838974,69566,54789,64330
95389,Alameda County,Yosemite,Alameda city,Track,209,1019207102,4456561,37.6979738,-119.5740176,80304,67869,57980
95437,Alameda County,Fort Bragg,Alameda city,Track,707,477173678,4426823,39.455171,-123.638408,63791,300000,53266
95490,Alameda County,Willits,Alameda city,Track,707,26646603,53812,39.4223312,-123.3671818,32119,30407,21041
95482,Alameda County,Ukiah,Alameda city,Track,707,345799823,3051779,39.2595876,-123.3809556,67929,300000,47039
95468,Alameda County,Point Arena,Alameda city,Track,707,834001528,22658235,38.8846355,-123.5511675,52057,39048,48211
95341,Alameda County,Merced,Alameda city,Track,209,26007136,23715,37.4002299,-120.6908186,45169,300000,30657
95324,Alameda County,Hilmar,Alameda city,Track,209,118001606,1854108,37.3998708,-120.8953613,90493,300000,58588
95301,Alameda County,Atwater,Alameda city,Track,209,45531609,0,37.3574501,-120.6497474,50484,43488,37979
95344,Alameda County,Merced,Alameda city,Track,209,3874855,0,37.2876583,-120.445312,41004,32873,32392
93635,Alameda County,Los Banos,Alameda city,Track,209,8081540,0,37.049609,-120.8635648,54495,42798,48414
93620,Alameda County,Dos Palos,Alameda city,Track,209,28084169,0,36.9746245,-120.6220705,59484,45240,42567
96015,Alameda County,Canby,Alameda city,Track,530,2409627853,66822018,41.5108055,-121.2486404,40613,33481,31724
93546,Alameda County,Mammoth Lakes,Alameda city,Track,760,170274660,1657661,37.6397682,-118.9849293,80754,300000,53004
93906,Alameda County,Salinas,Alameda city,Track,831,1025692,0,36.7132772,-121.6495279,80377,300000,50793
93905,Alameda County,Salinas,Alameda city,Track,831,627341,0,36.6878097,-121.609157,37606,30398,29741
93901,Alameda County,Salinas,Alameda city,Track,831,864841,0,36.6701186,-121.6776094,86755,79351,56555
95012,Alameda County,Castroville,Alameda city,Track,831,2646284,0,36.764838,-121.7533738,50156,40931,35889
93908,Alameda County,Salinas,Alameda city,Track,831,142083137,2123146,36.5436798,-121.6316313,132555,110955,80992
93924,Alameda County,Carmel Valley,Alameda city,Track,831,489637043,1555109,36.3913637,-121.6806215,73412,78216,34256
93927,Alameda County,Greenfield,Alameda city,Track,831,1809134,0,36.3177202,-121.244738,48881,46011,26904
93922,Alameda County,Carmel,Alameda city,Track,831,95581515,2410239,36.4997312,-121.871267,103464,81869,80585
93950,Alameda County,Pacific Grove,Alameda city,Track,831,20880948,3083824,36.5852187,-121.9452821,114133,111009,74144
93940,Alameda County,Monterey,Alameda city,Track,831,1593820,552291,36.6021019,-121.8947338,54390,38489,50629
93955,Alameda County,Seaside,Alameda city,Track,831,1373405,0,36.6034308,-121.8319795,35070,20035,37384
93933,Alameda County,Marina,Alameda city,Track,831,13936591,415847,36.7093536,-121.771688,54805,45581,41072
94559,Alameda County,Napa,Alameda city,Track,707,1004090,24848,38.2947649,-122.2877733,43320,45962,36548
94558,Alameda County,Napa,Alameda city,Track,707,1853588,0,38.3170915,-122.2915765,84259,300000,66267
94589,Alameda County,Vallejo,Alameda city,Track,707,1312532,0,38.1608327,-122.2596823,109285,300000,65821
94599,Alameda County,Yountville,Alameda city,Track,707,3948309,0,38.3955265,-122.3669355,100464,68313,80091
94508,Alameda County,Angwin,Alameda city,Track,707,177810436,4241323,38.5549366,-122.4312603,79252,66968,49031
94515,Alameda County,Calistoga,Alameda city,Track,707,6728918,47145,38.5814083,-122.5826961,88175,300000,74011
95949,Alameda County,Grass Valley,Alameda city,Track,530,71125542,1460898,39.0603644,-121.0424118,75233,300000,49818
94579,Alameda County,San Leandro,Alameda city,Track,510,1362361,0,37.7167162,-122.1661481,72350,60725,47355
95946,Alameda County,Penn Valley,Alameda city,Track,530,140149161,1382528,39.2091585,-121.2138243,77092,54433,61597
95945,Alameda County,Grass Valley,Alameda city,Track,530,11126682,0,39.2116634,-121.0816502,50223,38956,41570
95701,Alameda County,Alta,Alameda city,Track,530,224209088,2405864,39.2295298,-120.8825536,62423,46989,51315
95959,Alameda County,Nevada City,Alameda city,Track,530,29080729,9642,39.2508975,-121.045279,84697,73012,57239
90631,Alameda County,La Habra,Alameda city,Track,562,1750507,0,33.9427646,-117.963138,80902,72539,45409
90633,Alameda County,La Habra,Alameda city,Track,562,1179651,0,33.9209014,-117.9511671,76343,77420,39260
94607,Alameda County,Oakland,Alameda city,Track,510,712081,0,37.8063521,-122.2963073,55769,39174,53094
92821,Alameda County,Brea,Alameda city,Track,714,3085738,0,33.9153582,-117.9082621,69752,64980,50794
92835,Alameda County,Fullerton,Alameda city,Track,714,5037525,0,33.9022276,-117.9223002,128201,300000,75641
92833,Alameda County,Fullerton,Alameda city,Track,714,1176744,0,33.8630156,-117.9720501,41985,300000,25208
92832,Alameda County,Fullerton,Alameda city,Track,714,1671680,0,33.8732653,-117.9360784,94853,92860,52122
92831,Alameda County,Fullerton,Alameda city,Track,714,1485009,0,33.8715955,-117.9057059,79796,300000,54844
92870,Alameda County,Placentia,Alameda city,Track,714,2069590,37381,33.9025381,-117.8612771,118643,300000,69504
92780,Alameda County,Placentia,Alameda city,Track,714,1395827,0,33.8654909,-117.8706075,46109,28108,54427
92887,Alameda County,Yorba Linda,Alameda city,Track,714,5144607,0,33.8831822,-117.7056802,122484,300000,61753
92807,Alameda County,Anaheim,Alameda city,Track,714,2355969,272253,33.8523274,-117.8076536,105938,300000,67176
92869,Alameda County,Orange,Alameda city,Track,714,2516185,297376,33.7979555,-117.8074249,112291,99655,69506
92808,Alameda County,Anaheim,Alameda city,Track,714,4039955,0,33.8549585,-117.7543976,165411,300000,68497
92679,Alameda County,Trabuco Canyon,Alameda city,Track,949,118123535,11213,33.7524903,-117.6124151,93837,300000,66550
92691,Alameda County,Mission Viejo,Alameda city,Track,949,2541820,0,33.6091503,-117.6853284,105999,102257,65245
92673,Alameda County,San Clemente,Alameda city,Track,949,107957105,267305,33.510035,-117.5565845,154769,164449,85245
92688,Alameda County,Rancho Santa Margarita,Alameda city,Track,949,2555077,0,33.6394475,-117.629962,181956,200345,74052
92692,Alameda County,Mission Viejo,Alameda city,Track,949,3532421,0,33.5941166,-117.6450407,167360,300000,67203
92672,Alameda County,San Clemente,Alameda city,Track,949,1025370,0,33.4320693,-117.6217862,57821,45944,45981
92624,Alameda County,Capistrano Beach,Alameda city,Track,949,1332364,0,33.4516513,-117.6512801,94997,76631,66374
92677,Alameda County,Laguna Niguel,Alameda city,Track,949,5632855,0,33.5378721,-117.679732,93402,77064,75089
92656,Alameda County,Aliso Viejo,Alameda city,Track,949,3042795,0,33.5707126,-117.7106408,72942,68064,51554
92630,Alameda County,Lake Forest,Alameda city,Track,949,3777652,130730,33.649152,-117.7046344,79054,300000,74215
92620,Alameda County,Irvine,Alameda city,Track,949,6404939,0,33.6920021,-117.7546973,68649,66137,55052
92604,Alameda County,Irvine,Alameda city,Track,949,1841534,44567,33.6847725,-117.7990448,67308,17230,79359
92614,Alameda County,Irvine,Alameda city,Track,949,1473667,35393,33.6693319,-117.7987237,116522,300000,54193
92618,Alameda County,Irvine,Alameda city,Track,949,5217061,0,33.672529,-117.7750233,159907,300000,59467
92606,Alameda County,Irvine,Alameda city,Track,949,1342421,19388,33.6849393,-117.8221596,69568,57940,53159
92651,Alameda County,Laguna Beach,Alameda city,Track,949,1047122,845380,33.5427708,-117.7839464,102205,96360,66392
92612,Alameda County,Irvine,Alameda city,Track,949,2508155,0,33.662224,-117.8144114,43156,27630,36902
92653,Alameda County,Laguna Hills,Alameda city,Track,949,2974941,26675,33.6166767,-117.7248835,55115,45519,45597
92603,Alameda County,Irvine,Alameda city,Track,949,2378584,0,33.6401283,-117.8123266,160443,300000,86666
92626,Alameda County,Costa Mesa,Alameda city,Track,949,18822036,1549909,33.5950883,-117.829038,168957,300000,79604
92704,Alameda County,Santa Ana,Alameda city,Track,714,5269814,44984,33.6937428,-117.9036273,121173,113437,80521
92707,Alameda County,Santa Ana,Alameda city,Track,714,1345987,0,33.7015157,-117.8725713,86494,73058,61340
92701,Alameda County,Santa Ana,Alameda city,Track,714,1529728,0,33.7481442,-117.8492851,47897,300000,35543
92703,Alameda County,Santa Ana,Alameda city,Track,714,861320,0,33.7435528,-117.889227,76750,59646,60092
92706,Alameda County,Santa Ana,Alameda city,Track,714,1495756,0,33.755664,-117.8797292,55783,40846,46986
92705,Alameda County,Santa Ana,Alameda city,Track,714,6271694,0,33.7789827,-117.7854309,172734,300000,78612
92866,Alameda County,Orange,Alameda city,Track,714,1347440,0,33.7932453,-117.8365359,70957,60350,50530
92867,Alameda County,Orange,Alameda city,Track,714,1598874,0,33.807971,-117.8287446,112819,111246,60639
92868,Alameda County,Orange,Alameda city,Track,714,3187267,34230,33.7812601,-117.8679465,64107,300000,51885
92840,Alameda County,Garden Grove,Alameda city,Track,714,2280287,116288,33.7825729,-117.892793,0,0,0
92865,Alameda County,Orange,Alameda city,Track,714,2146828,178428,33.8374004,-117.8540526,92528,86223,59096
92806,Alameda County,Anaheim,Alameda city,Track,714,1453007,0,33.829141,-117.8794788,97024,92986,58129
92805,Alameda County,Anaheim,Alameda city,Track,714,1177820,0,33.8506272,-117.8977733,77785,300000,46739
92801,Alameda County,Anaheim,Alameda city,Track,714,1298903,0,33.8507453,-117.933024,55521,47315,38922
92804,Alameda County,Anaheim,Alameda city,Track,714,1312975,0,33.8247012,-117.9977753,68606,300000,49598
92802,Alameda County,Anaheim,Alameda city,Track,714,946684,0,33.7975374,-117.9020092,46049,38814,31521
90680,Alameda County,Stanton,Alameda city,Track,714,1307344,0,33.8101182,-117.9975952,70632,47046,59931
92845,Alameda County,Garden Grove,Alameda city,Track,714,3484654,0,33.7886489,-118.0049621,76942,300000,50579
92841,Alameda County,Garden Grove,Alameda city,Track,714,1310203,0,33.7958279,-117.9631284,75235,67012,60942
92843,Alameda County,Garden Grove,Alameda city,Track,714,1305985,0,33.774306,-117.9263206,53832,36354,48968
92844,Alameda County,Garden Grove,Alameda city,Track,714,1243794,0,33.7711112,-117.9772251,66778,55347,62206
92683,Alameda County,Westminster,Alameda city,Track,714,1284082,0,33.7377201,-117.9503802,54332,43211,45156
92646,Alameda County,Huntington Beach,Alameda city,Track,714,1303980,2159,33.6833875,-117.9605418,50346,39799,38323
92708,Alameda County,Fountain Valley,Alameda city,Track,714,1677257,45109,33.7239938,-117.9248182,79520,64245,58740
92647,Alameda County,Huntington Beach,Alameda city,Track,714,1310245,0,33.7190957,-118.0153179,65269,65037,43703
92649,Alameda County,Huntington Beach,Alameda city,Track,714,2576061,1047855,33.7096735,-118.0546077,120250,108609,72614
90720,Alameda County,Los Alamitos,Alameda city,Track,562,1124784,0,33.7701027,-118.0833104,60849,43461,49372
90740,Alameda County,Seal Beach,Alameda city,Track,562,820286,1480644,33.7385342,-118.1055682,86246,65316,68537
92655,Alameda County,Midway City,Alameda city,Track,714,1964678,0,33.7410637,-117.9853677,74240,59181,56407
90620,Alameda County,Buena Park,Alameda city,Track,714,1971731,0,33.8305662,-118.0297412,85543,73636,55575
90630,Alameda County,Cypress,Alameda city,Track,714,670991,0,33.8205123,-118.0500218,166830,300000,73524
90621,Alameda County,Buena Park,Alameda city,Track,714,1885891,0,33.8686559,-117.9934929,57935,52358,41303
95650,Alameda County,Loomis,Alameda city,Track,916,24921085,21186168,38.7673953,-121.1351476,122011,300000,74387
95746,Alameda County,Granite Bay,Alameda city,Track,916,10474395,25795,38.7326433,-121.2016664,138486,135191,79882
95661,Alameda County,Roseville,Alameda city,Track,916,2766186,0,38.7389534,-121.2400729,64770,54581,57787
95747,Alameda County,Roseville,Alameda city,Track,916,10645955,0,38.7393452,-121.3164942,74250,59813,53226
95678,Alameda County,Roseville,Alameda city,Track,916,2796829,0,38.7837382,-121.2990278,109278,104575,57870
95677,Alameda County,Rocklin,Alameda city,Track,916,2149808,0,38.7965217,-121.250877,88083,89894,56268
94544,Alameda County,Hayward,Alameda city,Track,510,7240876,0,37.6385141,-122.038842,62415,51352,48589
95765,Alameda County,Rocklin,Alameda city,Track,916,12917949,109801,38.827972,-121.2792,120750,300000,65698
95722,Alameda County,Meadow Vista,Alameda city,Track,530,33789797,0,38.9814713,-121.0699559,119639,300000,66804
90094,Alameda County,Playa Vista,Alameda city,Track,424,1191957,0,33.9665412,-118.4180348,110536,90712,80837
95648,Alameda County,Lincoln,Alameda city,Track,916,4756111,0,38.8715573,-121.2830929,61231,52284,44701
92501,Alameda County,Riverside,Alameda city,Track,951,3276077,174839,34.0052804,-117.3666531,56215,300000,34129
92502,Alameda County,Riverside,Alameda city,Track,951,2481817,0,33.9798418,-117.3763659,22310,19305,16429
92507,Alameda County,Riverside,Alameda city,Track,951,1879867,0,33.9685095,-117.3545298,58731,61115,40081
92506,Alameda County,Riverside,Alameda city,Track,951,3295293,0,33.9390841,-117.3713613,100620,84009,75750
92504,Alameda County,Riverside,Alameda city,Track,951,4453091,0,33.9653834,-117.4115762,115154,300000,49694
92503,Alameda County,Riverside,Alameda city,Track,951,2573381,0,33.9399352,-117.4429741,69103,300000,35331
91752,Alameda County,Jurupa Valley,Alameda city,Track,951,3782144,0,33.9861154,-117.531606,79762,83091,53484
92880,Alameda County,Eastvale,Alameda city,Track,951,2575275,0,33.9608636,-117.5886851,113676,103469,64909
92879,Alameda County,Riverside,Alameda city,Track,951,1254558,0,33.8930996,-117.5115316,74692,70565,47237
92505,Alameda County,Riverside,Alameda city,Track,951,7621400,0,33.9264796,-117.5082299,52965,39508,46589
92882,Alameda County,Corona,Alameda city,Track,951,977553,0,33.8785017,-117.5888243,27062,22576,19410
92881,Alameda County,Corona,Alameda city,Track,951,2712782,0,33.8557384,-117.5449898,51006,45230,39525
92883,Alameda County,Corona,Alameda city,Track,951,133855735,138452,33.7812173,-117.409206,97615,300000,70864
92508,Alameda County,Riverside,Alameda city,Track,951,2972810,0,33.8944124,-117.3019318,113015,108013,64937
92557,Alameda County,Moreno Valley,Alameda city,Track,951,1011050,0,33.9438287,-117.2526691,49638,42613,33467
92551,Alameda County,Moreno Valley,Alameda city,Track,951,5178099,41515,33.883118,-117.2329208,75286,300000,44092
92553,Alameda County,Moreno Valley,Alameda city,Track,951,1612409,0,33.919149,-117.2480601,44715,34921,37775
92555,Alameda County,Moreno Valley,Alameda city,Track,951,2625610,0,33.9319935,-117.2002245,73411,67699,42562
92586,Alameda County,Sun City,Alameda city,Track,951,5655482,0,33.7141447,-117.2157957,45533,38148,28959
92584,Alameda County,Menifee,Alameda city,Track,951,2689857,720305,33.6865495,-117.2552673,104652,300000,63467
92570,Alameda County,Perris,Alameda city,Track,951,28079172,173856,33.7488769,-117.2517249,47207,34108,39921
92530,Alameda County,Lake Elsinore,Alameda city,Track,951,14068478,7948320,33.6460838,-117.3105619,43147,300000,26487
92562,Alameda County,Murrieta,Alameda city,Track,951,5118244,0,33.5651234,-117.1918935,46707,42017,29570
92591,Alameda County,Temecula,Alameda city,Track,951,4983429,0,33.5318881,-117.1188981,105931,300000,55236
92596,Alameda County,Winchester,Alameda city,Track,951,7101778,0,33.6119874,-117.0955381,117607,300000,70149
92592,Alameda County,Temecula,Alameda city,Track,951,2061904,0,33.4712935,-117.0854882,104791,95612,55626
92028,Alameda County,Fallbrook,Alameda city,Track,760,52811806,25895,33.4547615,-117.1565563,88703,84004,44859
92595,Alameda County,Wildomar,Alameda city,Track,951,3096177,0,33.6015382,-117.2589383,66822,59408,53365
92543,Alameda County,Hemet,Alameda city,Track,951,1216686,0,33.751115,-116.9504264,45372,41268,33640
92545,Alameda County,Hemet,Alameda city,Track,951,13457350,0,33.7539134,-117.0203384,56766,43112,46765
92583,Alameda County,San Jacinto,Alameda city,Track,951,6650915,0,33.7611982,-116.9425027,25807,300000,14028
92223,Alameda County,Beaumont,Alameda city,Track,951,28669453,0,33.9837342,-117.0032354,47578,33370,41910
92220,Alameda County,Banning,Alameda city,Track,951,1628524,0,33.9266791,-116.8942771,28743,25825,23094
92539,Alameda County,Anza,Alameda city,Track,951,655072478,1694499,33.6096837,-116.7224654,67770,300000,41258
92276,Alameda County,Thousand Palms,Alameda city,Track,800,11778315,0,33.8211956,-116.3874271,43007,31615,37935
92240,Alameda County,Desert Hot Springs,Alameda city,Track,760,19368622,0,33.9732868,-116.4887516,60723,54676,36277
92262,Alameda County,Palm Springs,Alameda city,Track,760,3136510,0,33.8540687,-116.5205082,56726,42809,44909
92264,Alameda County,Palm Springs,Alameda city,Track,760,1236996,58463,33.812654,-116.5369599,48966,26255,55994
92234,Alameda County,Cathedral City,Alameda city,Track,760,2590298,0,33.7942301,-116.449391,94360,73508,73588
92253,Alameda County,La Quinta,Alameda city,Track,760,1465211,0,33.6549641,-116.3122385,61407,45566,45915
92201,Alameda County,Indio,Alameda city,Track,760,2940425,58300,33.7142853,-116.2596224,65839,54225,44994
92203,Alameda County,Bermuda Dunes,Alameda city,Track,760,3695354,0,33.7491593,-116.2890686,66894,53490,59475
92274,Alameda County,Thermal,Alameda city,Track,760,179191597,13614503,33.5353408,-116.1440897,75619,50524,67535
94580,Alameda County,San Lorenzo,Alameda city,Track,510,1315446,0,37.6691777,-122.1375217,91357,77755,57922
92236,Alameda County,Coachella,Alameda city,Track,760,3083855,0,33.662898,-116.1700591,45109,31701,39019
92225,Alameda County,Blythe,Alameda city,Track,760,1937848,0,33.6142234,-114.5838963,36039,27831,25499
92563,Alameda County,Murrieta,Alameda city,Track,951,5056096,0,33.5490164,-117.1625551,80362,55328,64056
95819,Alameda County,Sacramento,Alameda city,Track,916,1511258,0,38.5740594,-121.440758,117240,300000,68046
95814,Alameda County,Sacramento,Alameda city,Track,916,866054,0,38.5834331,-121.4823108,53991,41258,48589
95818,Alameda County,Sacramento,Alameda city,Track,916,676073,0,38.5716422,-121.4870807,45158,29962,44144
95820,Alameda County,Sacramento,Alameda city,Track,916,3525649,0,38.5519098,-121.4417291,82563,69823,60028
95817,Alameda County,Sacramento,Alameda city,Track,916,924552,0,38.5429371,-121.4582463,29417,21869,19125
95824,Alameda County,Sacramento,Alameda city,Track,916,1653965,0,38.518459,-121.4335116,49996,43411,34539
95831,Alameda County,Sacramento,Alameda city,Track,916,2248127,34205,38.5121908,-121.5088949,67868,51983,62787
95822,Alameda County,Sacramento,Alameda city,Track,916,1898619,0,38.4887495,-121.4990252,45255,36012,38588
95832,Alameda County,Sacramento,Alameda city,Track,916,3778405,0,38.4761513,-121.4873526,61611,52741,41388
95823,Alameda County,Sacramento,Alameda city,Track,916,2702032,0,38.5025521,-121.4629263,46084,41337,32052
95828,Alameda County,Sacramento,Alameda city,Track,916,1423403,0,38.4995505,-121.4190445,55543,300000,34315
95826,Alameda County,Sacramento,Alameda city,Track,916,3095118,0,38.4891674,-121.383137,50159,42290,39492
95864,Alameda County,Sacramento,Alameda city,Track,916,3979794,164181,38.5698188,-121.3915944,158746,300000,81507
95825,Alameda County,Sacramento,Alameda city,Track,916,1297998,0,38.5926289,-121.4107461,34884,25841,23890
95821,Alameda County,Sacramento,Alameda city,Track,916,2621460,0,38.6029899,-121.3737749,81904,74035,51305
95608,Alameda County,Carmichael,Alameda city,Track,916,2640616,0,38.6027461,-121.355268,92640,300000,52944
95815,Alameda County,Sacramento,Alameda city,Track,916,2759885,48714,38.6225203,-121.4292379,43767,28662,41817
95838,Alameda County,Sacramento,Alameda city,Track,916,3891462,0,38.6441696,-121.4385656,24774,13683,22508
95834,Alameda County,Sacramento,Alameda city,Track,916,2876295,0,38.6327983,-121.4898006,64676,57103,39285
95833,Alameda County,Sacramento,Alameda city,Track,916,2384663,206479,38.6086352,-121.5330236,77553,72018,49719
95835,Alameda County,Sacramento,Alameda city,Track,916,1975503,55441,38.678157,-121.5009859,62760,51270,38543
95673,Alameda County,Rio Linda,Alameda city,Track,916,10787502,0,38.6830453,-121.4245886,49023,36915,41588
95660,Alameda County,North Highlands,Alameda city,Track,916,2861956,0,38.6869533,-121.3791846,33726,18511,31321
95843,Alameda County,Sacramento,Alameda city,Track,916,4582980,0,38.7155123,-121.3347764,88099,79340,54199
95841,Alameda County,Sacramento,Alameda city,Track,916,2630957,0,38.668659,-121.3442773,33902,29916,21347
95628,Alameda County,Fair Oaks,Alameda city,Track,916,2262693,0,38.656309,-121.3002417,85381,78833,48184
95621,Alameda County,Citrus Heights,Alameda city,Track,916,1607390,0,38.7127907,-121.2970596,51458,53549,32209
95662,Alameda County,Orangevale,Alameda city,Track,916,1972205,0,38.6894179,-121.2669975,42698,40800,23679
95610,Alameda County,Citrus Heights,Alameda city,Track,916,1335346,0,38.6711,-121.2669754,34378,24780,29109
95630,Alameda County,Folsom,Alameda city,Track,916,5390122,636387,38.7028284,-121.173807,69319,53043,59708
95670,Alameda County,Gold River,Alameda city,Track,916,3053104,218396,38.6306876,-121.2455336,143292,300000,72358
95655,Alameda County,Mather,Alameda city,Track,916,25338142,64570,38.5492278,-121.2785982,106418,100588,62423
95827,Alameda County,Sacramento,Alameda city,Track,916,1890401,0,38.5548132,-121.3408051,67746,56924,49057
95624,Alameda County,Elk Grove,Alameda city,Track,916,2897759,0,38.4166717,-121.3819931,79879,62953,56741
95829,Alameda County,Sacramento,Alameda city,Track,916,6301868,0,38.472881,-121.3529406,75713,73611,45744
95632,Alameda County,Galt,Alameda city,Track,209,7495655,0,38.2826336,-121.2877759,77828,70105,44171
94540,Alameda County,Hayward,Alameda city,Track,510,1025366,0,37.6535732,-122.0944503,69965,61541,52410
95758,Alameda County,Elk Grove,Alameda city,Track,916,1518822,0,38.4158537,-121.412217,92016,300000,54696
95757,Alameda County,Elk Grove,Alameda city,Track,916,2236384,0,38.4014918,-121.4255366,94290,87588,72519
95023,Alameda County,Hollister,Alameda city,Track,831,394763800,1068976,36.9011737,-121.3587465,96477,300000,54492
91709,Alameda County,Chino Hills,Alameda city,Track,909,5789014,81690,33.9707113,-117.7041071,59836,46521,46834
91763,Alameda County,Montclair,Alameda city,Track,909,1621774,0,34.0801578,-117.6870214,51202,45568,37980
91762,Alameda County,Montclair,Alameda city,Track,909,2695350,0,34.063215,-117.6996325,49176,40747,42242
91786,Alameda County,Upland,Alameda city,Track,909,2554426,0,34.1124237,-117.6396061,57144,43787,42110
91764,Alameda County,Ontario,Alameda city,Track,909,1157833,0,34.0904596,-117.6425122,56072,44939,47650
91761,Alameda County,Ontario,Alameda city,Track,909,888388,0,34.0429009,-117.6469663,50543,43681,40481
91701,Alameda County,Alta Loma,Alameda city,Track,909,2040205,0,34.138221,-117.6072895,54436,34071,55710
91737,Alameda County,Alta Loma,Alameda city,Track,714,2603005,0,34.1433079,-117.5845688,117092,103805,69168
91730,Alameda County,Rancho Cucamonga,Alameda city,Track,909,2155900,0,34.1202031,-117.5626734,103038,85634,64940
92336,Alameda County,Fontana,Alameda city,Track,909,5689892,0,34.1251086,-117.4426859,93684,300000,53375
92335,Alameda County,Fontana,Alameda city,Track,909,3903465,0,34.0956686,-117.4624252,46656,38447,37658
92337,Alameda County,Fontana,Alameda city,Track,909,1092584,0,34.0358616,-117.4928817,74133,69972,43054
92377,Alameda County,Rialto,Alameda city,Track,909,1953712,0,34.1650715,-117.4255984,93422,90082,50833
92376,Alameda County,Rialto,Alameda city,Track,909,1633150,0,34.1293952,-117.3778763,60545,39118,50660
92316,Alameda County,Bloomington,Alameda city,Track,909,1298173,0,34.0813583,-117.392117,66419,57698,40644
92324,Alameda County,Colton,Alameda city,Track,909,643986,0,34.0814165,-117.3615997,50372,48153,32779
92407,Alameda County,San Bernardino,Alameda city,Track,909,1889267,0,34.168967,-117.3017356,42267,37245,23785
92405,Alameda County,San Bernardino,Alameda city,Track,909,2447196,0,34.1420354,-117.3080732,59918,52725,44157
92410,Alameda County,San Bernardino,Alameda city,Track,909,4834571,35274,34.100314,-117.3168792,41800,28818,31972
92404,Alameda County,San Bernardino,Alameda city,Track,909,1979742,0,34.1445248,-117.281718,41077,22216,52495
92313,Alameda County,Grand Terrace,Alameda city,Track,909,2812413,0,34.0256962,-117.3235788,80656,74816,47877
92354,Alameda County,Loma Linda,Alameda city,Track,909,29549073,2371,34.0226242,-117.2307072,106524,81345,69169
92373,Alameda County,Redlands,Alameda city,Track,909,3321194,0,34.0549636,-117.2380005,90112,76843,66851
92374,Alameda County,Redlands,Alameda city,Track,909,3581247,0,34.0663357,-117.1852759,39094,24140,35478
92329,Alameda County,Phelan,Alameda city,Track,760,83177824,7520,34.4425196,-117.6219589,55488,38502,43946
92395,Alameda County,Victorville,Alameda city,Track,760,32381703,0,34.5367769,-117.3677478,60290,58216,40540
92301,Alameda County,Adelanto,Alameda city,Track,760,629578486,1407887,34.630638,-117.5205628,36944,17430,34598
91759,Alameda County,Mt. Baldy,Alameda city,Track,909,427021054,597114,34.266609,-117.5413331,76889,57383,62570
92308,Alameda County,Apple Valley,Alameda city,Track,760,20464726,457903,34.4477844,-117.2261814,50406,39888,42897
92307,Alameda County,Apple Valley,Alameda city,Track,760,20049139,0,34.5287444,-117.1729656,76380,65595,51429
92394,Alameda County,Victorville,Alameda city,Track,760,8248937,0,34.515479,-117.3358999,35645,36561,23939
92345,Alameda County,Hesperia,Alameda city,Track,760,3951345,0,34.4359597,-117.3059014,48218,48278,32542
92352,Alameda County,Lake Arrowhead,Alameda city,Track,909,215506215,3666000,34.2700821,-117.3520808,54519,46532,44063
92315,Alameda County,Big Bear Lake,Alameda city,Track,909,3715244,0,34.2409525,-116.9467039,68592,56778,71680
92356,Alameda County,Lucerne Valley,Alameda city,Track,760,1307033628,0,34.636683,-116.958778,40260,26034,32904
92110,Alameda County,San Diego,Alameda city,Track,619,1541456,0,32.7530051,-117.1858954,120050,122111,86339
92103,Alameda County,San Diego,Alameda city,Track,619,898761,0,32.7447827,-117.1623035,96003,88389,59330
92116,Alameda County,San Diego,Alameda city,Track,619,687403,0,32.7580741,-117.1317985,47006,37570,35304
92104,Alameda County,San Diego,Alameda city,Track,619,746326,0,32.74474,-117.1330809,100544,54831,91296
92105,Alameda County,San Diego,Alameda city,Track,619,891317,0,32.7586876,-117.1084657,49044,300000,30826
