Zip_Code,County,City,Place,Type,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev
92115,Alameda County,San Diego,Alameda city,Track,619,423325,0,32.7573492,-117.0947635,52661,28255,47697
92114,Alameda County,San Diego,Alameda city,Track,619,2377835,0,32.7174916,-117.0753816,72388,55913,52845
91716,Alameda County,City Of Industry,Alameda city,Track,626,678480,0,34.006504,-117.9561891,72912,61765,49362
91902,Alameda County,Bonita,Alameda city,Track,619,3077855,416521,32.6571679,-117.0564201,101129,101437,53161
92139,Alameda County,San Diego,Alameda city,Track,619,1317695,0,32.6835898,-117.0387603,68716,61311,45799
91941,Alameda County,La Mesa,Alameda city,Track,619,1242162,0,32.6945179,-117.020195,58691,300000,28866
92113,Alameda County,San Diego,Alameda city,Track,619,1289457,0,32.6978827,-117.0900666,52970,30148,57726
92111,Alameda County,San Diego,Alameda city,Track,858,1185126,0,32.7060279,-117.114577,51017,36188,40653
92102,Alameda County,San Diego,Alameda city,Track,619,856094,0,32.7087782,-117.127113,34886,30825,23309
92101,Alameda County,San Diego,Alameda city,Track,619,871344,0,32.7156831,-117.1615102,94463,69051,72950
92106,Alameda County,San Diego,Alameda city,Track,619,1818990,0,32.7430417,-117.2219519,104682,300000,86215
92107,Alameda County,San Diego,Alameda city,Track,619,858295,295726,32.7408214,-117.252275,90596,92153,58978
92109,Alameda County,San Diego,Alameda city,Track,858,568639,0,32.7883849,-117.2400754,87250,80719,61297
92037,Alameda County,La Jolla,Alameda city,Track,858,950868,536851,32.8086093,-117.2628601,92693,75766,67478
92093,Alameda County,La Jolla,Alameda city,Track,858,4460722,0,32.8797623,-117.2318177,0,0,0
92014,Alameda County,Del Mar,Alameda city,Track,858,5474223,42755,32.9516034,-117.2502783,131231,128207,74695
92130,Alameda County,San Diego,Alameda city,Track,858,1533482,0,32.9512328,-117.2211586,146610,132606,87079
92129,Alameda County,San Diego,Alameda city,Track,858,1566257,0,32.9583944,-117.1357871,138615,118210,72791
92122,Alameda County,San Diego,Alameda city,Track,858,766106,0,32.8626551,-117.2175882,63071,54444,52123
92126,Alameda County,San Diego,Alameda city,Track,858,2266994,0,32.9234425,-117.1578602,110703,107278,62915
92121,Alameda County,San Diego,Alameda city,Track,858,15528715,0,32.8914562,-117.1716869,138229,300000,64452
92117,Alameda County,San Diego,Alameda city,Track,858,3163490,0,32.8373057,-117.206765,71571,300000,52016
92123,Alameda County,San Diego,Alameda city,Track,858,2697183,0,32.7884171,-117.1558879,63019,300000,31258
92124,Alameda County,San Diego,Alameda city,Track,858,62166332,20848,32.8653405,-117.1173286,60539,54317,43530
92120,Alameda County,San Diego,Alameda city,Track,855,1828019,0,32.7867228,-117.091731,87615,300000,47390
92119,Alameda County,San Diego,Alameda city,Track,619,5765588,650223,32.7864962,-117.0489529,104692,300000,71636
92154,Alameda County,San Diego,Alameda city,Track,619,2103024,0,32.5868139,-117.0554451,75715,300000,59845
92173,Alameda County,San Ysidro,Alameda city,Track,619,1505317,0,32.5641852,-117.0496293,34270,22299,34482
91911,Alameda County,Chula Vista,Alameda city,Track,619,3131050,2693099,32.5996184,-117.0958327,60694,58676,32817
91932,Alameda County,Imperial Beach,Alameda city,Track,619,1120022,0,32.575638,-117.1144635,55057,47571,43419
92118,Alameda County,Coronado,Alameda city,Track,619,908114,0,32.6973819,-117.1785782,109138,300000,75276
91950,Alameda County,National City,Alameda city,Track,619,1630750,0,32.6738101,-117.0970458,20849,13276,24971
94612,Alameda County,Oakland,Alameda city,Track,510,1723690,0,37.6184511,-122.082604,89482,78171,59021
91910,Alameda County,Chula Vista,Alameda city,Track,619,896878,0,32.6430592,-117.0878962,49188,45291,36619
91913,Alameda County,Chula Vista,Alameda city,Track,619,8503029,0,32.6261903,-116.9977853,91409,76183,57739
92020,Alameda County,El Cajon,Alameda city,Track,619,5806825,0,32.758975,-116.9481395,118571,98901,87437
91945,Alameda County,Lemon Grove,Alameda city,Track,619,1861221,0,32.7369473,-117.0236857,65711,47127,52997
92019,Alameda County,El Cajon,Alameda city,Track,619,4699585,0,32.7752264,-116.9179144,105132,93586,65476
91944,Alameda County,La Mesa,Alameda city,Track,619,942671,0,32.7909112,-116.9381289,56291,39818,46817
92071,Alameda County,Santee,Alameda city,Track,619,2728337,22041,32.841342,-117.0126279,101589,300000,49222
92021,Alameda County,El Cajon,Alameda city,Track,619,29801511,1381293,32.8701472,-116.8418302,61416,40124,57719
92040,Alameda County,Lakeside,Alameda city,Track,619,5274702,0,32.8364013,-116.9197122,67894,60286,43061
92064,Alameda County,Poway,Alameda city,Track,858,2006792,0,33.0159951,-117.0682214,54653,35848,52555
92131,Alameda County,San Diego,Alameda city,Track,858,4465539,11354,32.9046416,-117.1049363,138223,300000,73428
92127,Alameda County,San Diego,Alameda city,Track,858,10115473,50405,33.008998,-117.1044271,139590,134011,76896
92128,Alameda County,San Diego,Alameda city,Track,858,4816327,5258,32.9526388,-117.0876596,126815,123029,62527
92067,Alameda County,Rancho Santa Fe,Alameda city,Track,858,29898141,450333,33.0198637,-117.2118813,109128,83971,75409
92009,Alameda County,Carlsbad,Alameda city,Track,760,4407413,0,33.077884,-117.233336,64113,300000,63098
92075,Alameda County,Solana Beach,Alameda city,Track,858,2689481,970615,33.0018093,-117.2636175,148955,137026,89719
92007,Alameda County,Cardiff-by-the-sea,Alameda city,Track,760,4768404,193029,33.0221644,-117.2649644,115526,300000,64778
92024,Alameda County,Encinitas,Alameda city,Track,760,7999078,727207,33.0812238,-117.2787053,128563,137097,79277
92054,Alameda County,Oceanside,Alameda city,Track,760,2543855,317983,33.1771014,-117.3611031,61486,52672,51270
92057,Alameda County,Oceanside,Alameda city,Track,760,8713895,0,33.2136656,-117.3079977,76108,59651,53589
92056,Alameda County,Oceanside,Alameda city,Track,760,1941353,0,33.1879915,-117.3027414,56117,46614,48552
92058,Alameda County,Oceanside,Alameda city,Track,760,4581766,303120,33.211386,-117.3578942,51216,45576,28745
92003,Alameda County,Bonsall,Alameda city,Track,760,47495774,1354261,33.2857623,-117.1904461,74199,300000,50969
92061,Alameda County,Pauma Valley,Alameda city,Track,760,292639793,82207,33.3358743,-117.0114507,78807,81325,53503
92082,Alameda County,Valley Center,Alameda city,Track,760,79458914,0,33.2532934,-116.9904538,97873,93104,65729
92084,Alameda County,Vista,Alameda city,Track,760,1945692,0,33.2241243,-117.2353781,46555,43025,29777
92069,Alameda County,San Marcos,Alameda city,Track,760,2894444,0,33.1511693,-117.1773755,85147,65037,61905
92078,Alameda County,San Marcos,Alameda city,Track,760,5459048,0,33.1392223,-117.189465,37577,27008,31164
92027,Alameda County,Escondido,Alameda city,Track,760,1549639,0,33.1447016,-117.0691907,93177,300000,51821
92029,Alameda County,Escondido,Alameda city,Track,760,5128183,0,33.0829737,-117.0871247,138272,133900,65204
92025,Alameda County,Escondido,Alameda city,Track,760,1994666,0,33.1189678,-117.0681037,60877,47821,51795
92590,Alameda County,Temecula,Alameda city,Track,951,149606533,91185,33.0526794,-116.6289158,70597,47218,59818
91962,Alameda County,Pine Valley,Alameda city,Track,619,1166950748,4138940,32.7026541,-116.456874,26849,24952,26790
94133,Alameda County,San Francisco,Alameda city,Track,415,268266,0,37.8016201,-122.4156811,98645,82929,77710
94587,Alameda County,Union City,Alameda city,Track,510,2276490,0,37.582671,-122.0858114,162134,300000,73181
94109,Alameda County,San Francisco,Alameda city,Track,415,250647,0,37.798037,-122.4205599,120686,105824,84510
94108,Alameda County,San Francisco,Alameda city,Track,415,177415,0,37.7929713,-122.4127333,103341,56013,94813
94102,Alameda County,San Francisco,Alameda city,Track,415,92648,0,37.7870223,-122.412097,35063,21830,34530
94123,Alameda County,San Francisco,Alameda city,Track,415,170458,0,37.8022683,-122.4391509,122229,110331,74461
94129,Alameda County,San Francisco,Alameda city,Track,415,581309,0,37.7887307,-122.4524293,149782,300000,93242
94115,Alameda County,San Francisco,Alameda city,Track,415,279195,0,37.7879139,-122.4302666,133389,141923,75434
94117,Alameda County,San Francisco,Alameda city,Track,415,370453,0,37.7741958,-122.4477883,127804,300000,78645
94114,Alameda County,San Francisco,Alameda city,Track,415,469549,0,37.7648873,-122.4394973,119299,300000,78740
94103,Alameda County,San Francisco,Alameda city,Track,415,633558,0,37.7794424,-122.4107252,55829,17195,72540
94107,Alameda County,San Francisco,Alameda city,Track,415,937021,0,37.7753304,-122.4022764,124686,120979,92008
94110,Alameda County,San Francisco,Alameda city,Track,415,312680,0,37.7518211,-122.4184134,60022,38568,58147
94131,Alameda County,San Francisco,Alameda city,Track,415,495278,0,37.7450518,-122.4266975,109114,94516,81608
94124,Alameda County,San Francisco,Alameda city,Track,415,409146,0,37.7326749,-122.3958349,116858,92794,80457
94112,Alameda County,San Francisco,Alameda city,Track,415,1076566,0,37.7280629,-122.4372594,103187,83574,84934
94134,Alameda County,San Francisco,Alameda city,Track,415,627382,0,37.731586,-122.4121401,125098,300000,70504
94122,Alameda County,San Francisco,Alameda city,Track,415,752520,0,37.7569413,-122.4692285,111969,109102,73323
94127,Alameda County,San Francisco,Alameda city,Track,415,1243203,0,37.7391909,-122.4678657,134649,300000,75047
94132,Alameda County,San Francisco,Alameda city,Track,415,684970,0,37.7133961,-122.4670977,84239,67378,65291
94116,Alameda County,San Francisco,Alameda city,Track,415,585365,0,37.746019,-122.4804356,82738,60686,69109
94118,Alameda County,San Francisco,Alameda city,Track,415,531470,0,37.7843303,-122.4683869,75731,63551,64992
94121,Alameda County,San Francisco,Alameda city,Track,415,551507,302821,37.7880433,-122.4885865,140696,131522,86724
95202,Alameda County,Stockton,Alameda city,Track,209,1313201,152316,37.9524848,-121.3008145,37864,23333,37316
95203,Alameda County,Stockton,Alameda city,Track,209,8894112,518688,37.9405169,-121.3145235,56294,44505,43064
95204,Alameda County,Stockton,Alameda city,Track,209,1931199,104000,37.9761614,-121.3288819,51335,46263,36191
95205,Alameda County,Stockton,Alameda city,Track,209,1916226,0,37.9672954,-121.2542261,41350,34300,29619
95206,Alameda County,Stockton,Alameda city,Track,209,3312527,0,37.9376415,-121.2438699,42969,28175,34592
95219,Alameda County,Stockton,Alameda city,Track,209,1354234,239075,38.0093048,-121.3621535,106487,89226,71955
95207,Alameda County,Stockton,Alameda city,Track,209,2136317,9826,37.9941419,-121.3245319,57881,41178,48413
95209,Alameda County,Stockton,Alameda city,Track,209,5229449,127262,38.0473283,-121.3368081,68712,300000,48173
95210,Alameda County,Stockton,Alameda city,Track,209,1362227,5622,38.0349259,-121.3162854,52490,44532,39822
94551,Alameda County,Livermore,Alameda city,Track,209,1450257,0,38.0094599,-121.2957942,51011,44424,35481
95212,Alameda County,Stockton,Alameda city,Track,209,26417376,54005,38.0298609,-121.2450807,89030,83849,68219
95336,Alameda County,Manteca,Alameda city,Track,209,44046931,63417,37.885527,-121.2688218,52832,37050,49141
95242,Alameda County,Lodi,Alameda city,Track,209,9259722,174903,38.1663993,-121.3290413,104709,81008,78255
95240,Alameda County,Lodi,Alameda city,Track,209,760132,0,38.1085229,-121.2760564,38878,30917,30666
95320,Alameda County,Escalon,Alameda city,Track,209,9768771,0,37.7960045,-120.9929192,55907,300000,43584
95366,Alameda County,Ripon,Alameda city,Track,209,20149934,210152,37.728534,-121.1609082,110209,98248,64425
95330,Alameda County,Manteca,Alameda city,Track,209,37232735,106555,37.8447093,-121.3026366,74672,69659,45930
95377,Alameda County,Tracy,Alameda city,Track,209,43639600,39514,37.7282495,-121.5028399,107099,104691,56790
93447,Alameda County,Paso Robles,Alameda city,Track,805,6241524,29864,35.6355612,-120.6911679,82147,76605,54255
93442,Alameda County,Morro Bay,Alameda city,Track,805,6968480,1250728,35.3950312,-120.8585435,45358,34704,35664
94555,Alameda County,Fremont,Alameda city,Track,510,1634514,0,37.5823793,-122.039873,125931,300000,73003
93402,Alameda County,Los Osos,Alameda city,Track,805,13990653,11010405,35.3320895,-120.8635035,88737,300000,68409
93405,Alameda County,San Luis Obispo,Alameda city,Track,805,1342812,0,35.3228262,-120.7001012,0,0,0
93449,Alameda County,Pismo Beach,Alameda city,Track,805,21974812,99356,35.1655045,-120.6559422,95542,94742,65939
93433,Alameda County,Grover Beach,Alameda city,Track,805,2513737,0,35.1183559,-120.6127502,56701,300000,30561
93444,Alameda County,Nipomo,Alameda city,Track,805,12120558,0,35.0336698,-120.479094,71421,67881,44635
93422,Alameda County,Atascadero,Alameda city,Track,805,4557082,0,35.4702141,-120.6449778,35139,17700,30483
93453,Alameda County,Santa Margarita,Alameda city,Track,805,2871217294,5822171,35.2199638,-119.9980553,84915,74697,61608
93432,Alameda County,Creston,Alameda city,Track,805,223753052,729384,35.5087571,-120.5564311,80023,74870,49896
94015,Alameda County,Colma,Alameda city,Track,650,574453,0,37.7001141,-122.480253,80059,300000,66198
94080,Alameda County,South San Francisco,Alameda city,Track,650,1229883,0,37.6626571,-122.456014,120356,96033,70781
94044,Alameda County,Pacifica,Alameda city,Track,650,1359837,842095,37.6532841,-122.4918058,102183,101768,54030
94066,Alameda County,San Bruno,Alameda city,Track,650,1795508,0,37.6325125,-122.4485092,109822,92724,69383
94030,Alameda County,Millbrae,Alameda city,Track,650,1033921,0,37.5995339,-122.3977958,109814,81089,75512
94010,Alameda County,Burlingame,Alameda city,Track,650,2667866,1653163,37.5973795,-122.3682086,145814,300000,88767
94401,Alameda County,San Mateo,Alameda city,Track,650,773555,0,37.572378,-122.3340889,119002,101475,78830
94402,Alameda County,San Mateo,Alameda city,Track,650,1417270,0,37.553366,-122.3309033,172551,300000,86100
94403,Alameda County,San Mateo,Alameda city,Track,650,1293961,0,37.5342151,-122.311952,156853,300000,73864
94404,Alameda County,Foster City,Alameda city,Track,650,583785,25097,37.55112,-122.2576522,113202,104824,78229
94002,Alameda County,Belmont,Alameda city,Track,650,2514183,0,37.5208293,-122.2883303,84787,66378,68811
94070,Alameda County,San Carlos,Alameda city,Track,650,908755,0,37.5077822,-122.2658697,85272,69384,62646
94065,Alameda County,Redwood City,Alameda city,Track,650,5981407,0,37.481514,-122.2815925,134970,123591,84874
94062,Alameda County,Redwood City,Alameda city,Track,650,1380438,0,37.4844567,-122.2412328,104360,84689,73531
94063,Alameda County,Redwood City,Alameda city,Track,650,599389,0,37.4797379,-122.2236005,54534,43771,36590
94027,Alameda County,Atherton,Alameda city,Track,650,1759462,4125,37.451725,-122.2251406,119340,106472,73983
94025,Alameda County,Menlo Park,Alameda city,Track,650,10152371,2456677,37.4942796,-122.1505372,62949,43769,51224
94303,Alameda County,East Palo Alto,Alameda city,Track,650,993939,0,37.4590916,-122.1438916,59653,300000,32194
94028,Alameda County,Portola Valley,Alameda city,Track,650,39978042,143549,37.3697093,-122.2158436,177665,209259,85569
94019,Alameda County,Half Moon Bay,Alameda city,Track,650,24125443,2196709,37.521199,-122.4709046,134712,300000,70692
93160,Alameda County,Santa Barbara,Alameda city,Track,805,3792514,0,34.446327,-119.7788151,66348,300000,83177
93105,Alameda County,Santa Barbara,Alameda city,Track,805,2823954,0,34.4348901,-119.7377484,80178,66316,62155
93101,Alameda County,Santa Barbara,Alameda city,Track,805,2055429,1642,34.434415,-119.7101634,121903,300000,71628
93108,Alameda County,Santa Barbara,Alameda city,Track,805,22663288,4811,34.4611878,-119.6645571,135037,300000,74994
93103,Alameda County,Santa Barbara,Alameda city,Track,805,2795667,312422,34.4183039,-119.6773409,44027,34452,31642
93109,Alameda County,Santa Barbara,Alameda city,Track,805,1810409,227878,34.39838,-119.710835,79615,44899,71793
93013,Alameda County,Carpinteria,Alameda city,Track,805,2452107,167685,34.3968141,-119.5217962,63928,54000,50107
93440,Alameda County,Los Alamos,Alameda city,Track,805,419553640,1266125,34.7435494,-120.1899733,95071,83543,55853
93441,Alameda County,Los Olivos,Alameda city,Track,805,323725657,181368,34.70434,-120.0260903,130078,107925,81905
93454,Alameda County,Santa Maria,Alameda city,Track,805,1384069,0,34.9494695,-120.4266148,55073,39511,49537
93458,Alameda County,Santa Maria,Alameda city,Track,805,1304263,0,34.9568972,-120.444653,40096,35901,26776
93434,Alameda County,Guadalupe,Alameda city,Track,805,164108625,2925946,34.9194407,-120.5796544,52410,42533,33551
93117,Alameda County,Goleta,Alameda city,Track,805,2545143,0,34.4364472,-119.8865161,113967,99361,62135
93110,Alameda County,Santa Barbara,Alameda city,Track,805,2570685,0,34.4366709,-119.784079,107792,95018,64200
95112,Alameda County,San Jose,Alameda city,Track,408,1922127,0,37.3584848,-121.89276,72253,300000,52352
95126,Alameda County,San Jose,Alameda city,Track,408,1005368,0,37.3401522,-121.9220248,84116,56906,71515
95125,Alameda County,San Jose,Alameda city,Track,408,1678457,0,37.3303977,-121.8954308,103850,81036,85409
95116,Alameda County,San Jose,Alameda city,Track,408,747097,0,37.3387146,-121.8745424,130621,300000,85431
94301,Alameda County,Palo Alto,Alameda city,Track,408,1114858,0,37.3231636,-121.886425,70345,300000,51692
95128,Alameda County,San Jose,Alameda city,Track,408,1329447,0,37.3224433,-121.9330713,74328,54233,66051
94536,Alameda County,Fremont,Alameda city,Track,510,2038968,0,37.559196,-121.9915757,112384,99822,71725
95124,Alameda County,San Jose,Alameda city,Track,408,1281448,0,37.2837456,-121.9372588,74990,74687,41741
95122,Alameda County,San Jose,Alameda city,Track,408,565899,0,37.3186901,-121.8429997,57368,57248,37078
95111,Alameda County,San Jose,Alameda city,Track,408,1434115,0,37.2891255,-121.8392994,98209,300000,60460
95121,Alameda County,San Jose,Alameda city,Track,408,1671364,0,37.3046221,-121.8289144,105715,300000,67665
95148,Alameda County,San Jose,Alameda city,Track,408,1643933,0,37.3184116,-121.801337,81581,62402,57918
95135,Alameda County,San Jose,Alameda city,Track,408,17768600,0,37.3090337,-121.7397935,181057,300000,56905
95138,Alameda County,San Jose,Alameda city,Track,408,13197376,0,37.279151,-121.768891,173619,198760,80042
95127,Alameda County,San Jose,Alameda city,Track,408,881071,0,37.3257564,-121.8349807,0,0,0
95132,Alameda County,San Jose,Alameda city,Track,408,1697241,0,37.390729,-121.85256,100000,96103,62179
95131,Alameda County,San Jose,Alameda city,Track,408,1191011,0,37.3828815,-121.8767483,111494,91237,77155
95035,Alameda County,Milpitas,Alameda city,Track,408,1206869,0,37.4260378,-121.8694198,147356,153699,78130
94089,Alameda County,Sunnyvale,Alameda city,Track,408,1451019,0,37.4031417,-122.0033891,91316,90728,63771
95110,Alameda County,San Jose,Alameda city,Track,408,6950920,0,37.3628317,-121.9239733,43145,33972,23854
95051,Alameda County,Santa Clara,Alameda city,Track,408,1438915,0,37.3606844,-121.9724091,116609,108998,74844
95050,Alameda County,Santa Clara,Alameda city,Track,408,1612246,0,37.3430376,-121.9443765,92064,300000,54265
95117,Alameda County,San Jose,Alameda city,Track,408,2014344,0,37.3088699,-121.956866,113319,95226,80222
95008,Alameda County,Campbell,Alameda city,Track,408,1343313,0,37.3163746,-121.9452294,92339,71866,69648
95130,Alameda County,San Jose,Alameda city,Track,408,1187738,0,37.2902052,-121.9687764,82894,69407,59712
95032,Alameda County,Los Gatos,Alameda city,Track,408,2882476,0,37.2422217,-121.9563688,126943,98841,82471
95070,Alameda County,Saratoga,Alameda city,Track,408,8503009,0,37.2589679,-122.0078933,176740,300000,77969
95014,Alameda County,Cupertino,Alameda city,Track,408,6516948,82312,37.3192975,-122.0756805,165140,300000,68913
95129,Alameda County,San Jose,Alameda city,Track,408,1460207,0,37.3026087,-122.02812,132002,142188,82373
94087,Alameda County,Sunnyvale,Alameda city,Track,408,1983556,0,37.344829,-122.057125,132427,113437,84832
94086,Alameda County,Sunnyvale,Alameda city,Track,408,1154021,0,37.3588473,-122.0098647,123699,112812,74994
94085,Alameda County,Sunnyvale,Alameda city,Track,408,3114195,0,37.3914591,-122.0385013,121744,115034,69230
94043,Alameda County,Mountain View,Alameda city,Track,650,1578925,0,37.4011891,-122.0743467,100495,97043,62481
94024,Alameda County,Los Altos,Alameda city,Track,650,3551120,0,37.358454,-122.0797871,153099,300000,89918
94022,Alameda County,Los Altos,Alameda city,Track,650,1704007,0,37.3913073,-122.1076546,184961,218449,81521
94306,Alameda County,Palo Alto,Alameda city,Track,650,1442677,0,37.41742,-122.1281611,145505,149381,81634
95120,Alameda County,San Jose,Alameda city,Track,408,2273767,0,37.2129709,-121.8693742,164648,300000,81566
95136,Alameda County,San Jose,Alameda city,Track,408,1078547,0,37.2707459,-121.8458034,129336,300000,77256
95123,Alameda County,San Jose,Alameda city,Track,408,1027094,0,37.2551956,-121.8109259,139824,158396,66055
95119,Alameda County,San Jose,Alameda city,Track,408,3946021,0,37.2389613,-121.7965053,108673,93198,65689
95037,Alameda County,Morgan Hill,Alameda city,Track,408,262638588,2019766,37.0469717,-121.7109545,120341,108328,81153
94538,Alameda County,Fremont,Alameda city,Track,510,1429049,0,37.5278226,-121.9615164,90563,82732,67305
95061,Alameda County,Santa Cruz,Alameda city,Track,831,4309482,1775966,36.9536393,-122.0613064,64395,33570,64612
95019,Alameda County,Freedom,Alameda city,Track,831,2441435,0,36.928918,-121.7840155,29985,21145,27341
95073,Alameda County,Soquel,Alameda city,Track,831,19147688,0,37.043376,-121.9607654,125335,300000,81157
95065,Alameda County,Santa Cruz,Alameda city,Track,831,3916485,0,36.9968265,-121.9775807,72255,300000,43392
95010,Alameda County,Capitola,Alameda city,Track,831,2640921,0,36.974907,-121.9654587,87396,65357,71998
96001,Alameda County,Redding,Alameda city,Track,530,4244527,2108,40.5747192,-122.4032046,35414,32828,28388
96087,Alameda County,Shasta,Alameda city,Track,530,21565897,310258,40.5813781,-122.4542402,83754,70582,60631
96002,Alameda County,Redding,Alameda city,Track,530,4671740,410778,40.5566925,-122.3688469,68310,50401,57863
96007,Alameda County,Anderson,Alameda city,Track,530,10832948,68915,40.4294831,-122.2988508,57413,43467,39815
96022,Alameda County,Cottonwood,Alameda city,Track,530,51593163,1068915,40.4098262,-122.2369837,62102,64100,38001
96059,Alameda County,Manton,Alameda city,Track,530,801809685,4624010,40.4806114,-121.7401412,51540,46363,32676
96028,Alameda County,Fall River Mills,Alameda city,Track,530,1291275234,16993670,40.9204305,-121.4437132,63828,40096,60858
96064,Alameda County,Montague,Alameda city,Track,530,1422588508,14083116,41.7987289,-122.2962063,51585,39354,46713
96097,Alameda County,Yreka,Alameda city,Track,530,715117228,1172765,41.6608649,-122.6745712,47362,43058,36915
96094,Alameda County,Edgewood,Alameda city,Track,530,613498711,9799862,41.4800873,-122.427147,53474,46863,36308
96025,Alameda County,Dunsmuir,Alameda city,Track,530,233751126,738203,41.2135218,-122.3924294,45774,42739,30334
94591,Alameda County,Vallejo,Alameda city,Track,707,3447803,0,38.1295441,-122.214182,116061,300000,61188
94590,Alameda County,Vallejo,Alameda city,Track,707,38613463,58633929,38.1293945,-122.3302426,47824,40953,33240
94534,Alameda County,Fairfield,Alameda city,Track,707,53720407,523955,38.1649825,-122.1486859,92882,81707,53814
94533,Alameda County,Fairfield,Alameda city,Track,707,1790269,0,38.2769991,-122.0358438,88645,82934,53225
94565,Alameda County,Bay Point,Alameda city,Track,925,212095502,79025991,38.1377528,-121.9771056,115331,300000,62877
94585,Alameda County,Suisun City,Alameda city,Track,707,1320119,1210,38.2490976,-122.014721,50616,41382,39244
94535,Alameda County,Travis Afb,Alameda city,Track,707,2411374,13175,38.2790134,-121.9458087,85569,300000,21896
95687,Alameda County,Vacaville,Alameda city,Track,707,1657085,0,38.3401253,-121.9444369,86148,67849,67142
95620,Alameda County,Dixon,Alameda city,Track,707,442716038,2198911,38.4198882,-121.7998024,82020,300000,62604
95442,Alameda County,Glen Ellen,Alameda city,Track,707,103146488,93385,38.3811988,-122.5375223,115139,87533,81249
94954,Alameda County,Petaluma,Alameda city,Track,707,1670111,0,38.2440564,-122.6067891,70238,64460,45197
94931,Alameda County,Cotati,Alameda city,Track,707,28414695,29015,38.3395569,-122.719615,46420,30718,38909
94928,Alameda County,Rohnert Park,Alameda city,Track,707,3323886,0,38.3184479,-122.7072003,71635,57947,52880
95407,Alameda County,Santa Rosa,Alameda city,Track,707,8793750,26109,38.3933396,-122.7012564,28722,22157,21218
95405,Alameda County,Santa Rosa,Alameda city,Track,707,14658760,0,38.4126004,-122.6287915,133826,132861,76494
95404,Alameda County,Santa Rosa,Alameda city,Track,707,1204483,0,38.4570299,-122.7128443,72707,68978,47605
95409,Alameda County,Santa Rosa,Alameda city,Track,707,123021711,26525,38.5261049,-122.6368988,96358,94728,61960
95403,Alameda County,Santa Rosa,Alameda city,Track,707,20738835,0,38.5043031,-122.7912912,74903,51561,61062
95401,Alameda County,Santa Rosa,Alameda city,Track,707,2053126,0,38.465154,-122.7356928,36396,29644,27902
95472,Alameda County,Sebastopol,Alameda city,Track,707,10829318,0,38.4129715,-122.842325,90036,300000,56935
95462,Alameda County,Monte Rio,Alameda city,Track,707,74390861,817248,38.4759166,-123.0055115,51503,300000,42092
95436,Alameda County,Forestville,Alameda city,Track,707,41324856,340744,38.468933,-122.898855,88066,64751,71499
95492,Alameda County,Windsor,Alameda city,Track,707,1698065,0,38.5525461,-122.8020356,90040,65017,67327
95448,Alameda County,Healdsburg,Alameda city,Track,707,65993012,144585,38.608098,-122.8145051,82993,74331,57949
95425,Alameda County,Cloverdale,Alameda city,Track,707,26617636,77756,38.8133955,-123.0170717,65845,48098,59864
95480,Alameda County,Stewarts Point,Alameda city,Track,707,133830030,25643431,38.6070017,-123.3324622,87611,62342,66959
95361,Alameda County,Knights Ferry,Alameda city,Track,209,224090753,943513,37.7731119,-120.7315696,73534,60401,52073
95367,Alameda County,Riverbank,Alameda city,Track,209,1342092,55801,37.7365049,-120.9473005,77287,61087,56221
95351,Alameda County,Modesto,Alameda city,Track,209,35268107,3060699,37.7205706,-121.0456799,70989,300000,51662
95350,Alameda County,Modesto,Alameda city,Track,209,3895374,0,37.7001655,-121.0036408,61402,51925,46605
95355,Alameda County,Modesto,Alameda city,Track,209,2496070,0,37.6600598,-120.9486262,91905,300000,57711
95354,Alameda County,Modesto,Alameda city,Track,209,2847994,0,37.6437386,-120.9692464,44315,29604,41536
95357,Alameda County,Modesto,Alameda city,Track,209,952386,0,37.6436041,-120.9345314,47475,39029,37974
95358,Alameda County,Modesto,Alameda city,Track,209,3603814,151393,37.6062213,-121.0072807,49788,43868,36391
95307,Alameda County,Ceres,Alameda city,Track,209,2495210,0,37.5877211,-120.9450461,42619,40052,29838
95326,Alameda County,Hughson,Alameda city,Track,209,22892352,185697,37.6029399,-120.8727904,74779,56536,61242
95363,Alameda County,Patterson,Alameda city,Track,209,15550752,0,37.4647933,-121.1449685,71923,53725,51965
95360,Alameda County,Newman,Alameda city,Track,209,17064267,53050,37.313244,-121.0300468,51449,49268,41925
95316,Alameda County,Denair,Alameda city,Track,209,96429246,0,37.5227998,-120.7482737,105985,104491,61706
95380,Alameda County,Turlock,Alameda city,Track,209,2432464,0,37.4861261,-120.8576989,33853,14444,45876
95381,Alameda County,Turlock,Alameda city,Track,209,3653961,0,37.4902919,-120.8326517,65495,47886,55375
95382,Alameda County,Turlock,Alameda city,Track,209,2535903,0,37.516714,-120.8607177,47603,32381,45432
95991,Alameda County,Yuba City,Alameda city,Track,530,2066767,0,39.1465843,-121.6245659,30583,26630,21888
95993,Alameda County,Yuba City,Alameda city,Track,530,8746236,0,39.134305,-121.6664276,90253,300000,67769
96080,Alameda County,Red Bluff,Alameda city,Track,530,8573921,115475,40.197095,-122.2576791,25582,17193,32098
96091,Alameda County,Trinity Center,Alameda city,Track,530,1424243760,66524135,41.0171618,-122.6402253,46578,28082,45273
93647,Alameda County,Orosi,Alameda city,Track,559,9567237,0,36.5436858,-119.2875202,46714,45936,27297
93618,Alameda County,Dinuba,Alameda city,Track,559,138425990,857291,36.5281824,-119.4459533,71310,50813,48835
